episode,timestep,reward
7,1024,-4691.2108
15,2048,-4554.2879
23,3072,-4396.1179
31,4096,-4600.0119
39,5120,-4290.9445
47,6144,-4802.5126
55,7168,-4386.4514
63,8192,-4551.8972
71,9216,-4613.6383
79,10240,-4323.2115
87,11264,-4263.3149
95,12288,-4476.4623
103,13312,-4682.9468
111,14336,-4002.532
119,15360,-4129.9884
127,16384,-4216.6276
135,17408,-4401.4566
143,18432,-4203.2766
151,19456,-4246.2585
159,20480,-4406.7372
167,21504,-4166.6551
175,22528,-3954.4419
183,23552,-4290.601
191,24576,-4556.3861
199,25600,-4349.3998
207,26624,-4598.5863
215,27648,-4530.4005
223,28672,-4745.5577
231,29696,-4312.0339
239,30720,-4633.3505
247,31744,-4796.1843
255,32768,-4523.056
263,33792,-4438.8052
271,34816,-4540.989
279,35840,-4736.2618
287,36864,-4195.3342
295,37888,-4488.7624
303,38912,-4460.7017
311,39936,-4441.5862
319,40960,-4555.0898
327,41984,-4512.2828
335,43008,-4442.4509
343,44032,-4423.8756
351,45056,-4550.7157
359,46080,-4289.7685
367,47104,-4625.7832
375,48128,-4368.885
383,49152,-4208.1377
391,50176,-4327.3428
399,51200,-4618.4145
407,52224,-4562.4544
415,53248,-4454.5328
423,54272,-4273.4466
431,55296,-4044.5003
439,56320,-4502.0052
447,57344,-4398.4665
455,58368,-4603.4945
463,59392,-4454.7824
471,60416,-4165.3828
479,61440,-4570.1338
487,62464,-4702.479
495,63488,-4152.8134
503,64512,-4557.2118
511,65536,-4153.5197
519,66560,-4643.6396
527,67584,-4383.8922
535,68608,-4559.4306
543,69632,-4445.8931
551,70656,-4280.7554
559,71680,-4451.0753
567,72704,-4763.2622
575,73728,-3971.9943
583,74752,-4537.3526
591,75776,-4594.3519
599,76800,-4287.6824
607,77824,-4516.3902
615,78848,-4494.8172
623,79872,-4355.8721
631,80896,-4320.3719
639,81920,-4340.2242
647,82944,-4713.8928
655,83968,-4438.9243
663,84992,-4301.0239
671,86016,-4461.5675
679,87040,-4432.0222
687,88064,-4793.3666
695,89088,-4520.2015
703,90112,-4405.6742
711,91136,-4641.9526
719,92160,-4354.1044
727,93184,-4276.6905
735,94208,-4443.2452
743,95232,-4071.8255
751,96256,-4055.7795
759,97280,-4467.6178
767,98304,-4374.3427
775,99328,-4349.4579
783,100352,-4211.7083
791,101376,-4352.0751
799,102400,-4284.1754
807,103424,-4521.3275
815,104448,-4478.5305
823,105472,-4338.3835
831,106496,-4263.8876
839,107520,-4545.9508
847,108544,-4196.2609
855,109568,-4466.1107
863,110592,-4696.827
871,111616,-4592.1449
879,112640,-4786.9806
887,113664,-4803.1527
895,114688,-4448.8868
903,115712,-4551.8921
911,116736,-4075.3873
919,117760,-4411.9425
927,118784,-4491.4179
935,119808,-4420.6058
943,120832,-4782.5741
951,121856,-4456.7675
959,122880,-4193.9047
967,123904,-4330.3929
975,124928,-4289.6348
983,125952,-4325.5995
991,126976,-4401.8885
999,128000,-4002.3969
1007,129024,-4232.5393
1015,130048,-4649.8565
1023,131072,-4204.3109
1031,132096,-4415.654
1039,133120,-4433.2425
1047,134144,-4353.4843
1055,135168,-4322.0775
1063,136192,-4159.1447
1071,137216,-4568.168
1079,138240,-4773.314
1087,139264,-4385.1703
1095,140288,-4669.8025
1103,141312,-3883.7488
1111,142336,-4408.4414
1119,143360,-4319.0394
1127,144384,-4378.795
1135,145408,-4234.2715
1143,146432,-4516.8506
1151,147456,-4296.5429
1159,148480,-4352.4276
1167,149504,-4398.8308
1175,150528,-4275.89
1183,151552,-4313.1734
1191,152576,-4280.2355
1199,153600,-4265.5533
1207,154624,-4274.4305
1215,155648,-4163.2318
1223,156672,-4549.491
1231,157696,-4362.2711
1239,158720,-4277.5834
1247,159744,-4555.5821
1255,160768,-4425.966
1263,161792,-4884.6141
1271,162816,-4495.7283
1279,163840,-4604.1678
1287,164864,-4302.6735
1295,165888,-4384.6234
1303,166912,-4402.7324
1311,167936,-4263.0428
1319,168960,-4468.5355
1327,169984,-4250.4648
1335,171008,-4444.0925
1343,172032,-4393.293
1351,173056,-4126.6445
1359,174080,-4189.8867
1367,175104,-4408.0384
1375,176128,-4266.6456
1383,177152,-4735.1497
1391,178176,-4299.3331
1399,179200,-4435.8452
1407,180224,-4328.8294
1415,181248,-4569.7601
1423,182272,-4637.1028
1431,183296,-4151.5711
1439,184320,-4159.497
1447,185344,-4015.2954
1455,186368,-4384.8213
1463,187392,-4348.3215
1471,188416,-4754.1464
1479,189440,-4690.0296
1487,190464,-4491.1973
1495,191488,-4486.4797
1503,192512,-4141.9794
1511,193536,-4377.7712
1519,194560,-4373.8611
1527,195584,-4559.0144
1535,196608,-4152.1517
1543,197632,-4235.0713
1551,198656,-4587.087
1559,199680,-4700.4646
1567,200704,-4085.2952
1575,201728,-4285.5331
1583,202752,-4435.4198
1591,203776,-4395.1916
1599,204800,-4468.8449
1607,205824,-4510.9463
1615,206848,-4129.7311
1623,207872,-4400.6062
1631,208896,-4415.4739
1639,209920,-4269.0418
1647,210944,-4369.4269
1655,211968,-4107.9444
1663,212992,-4494.7482
1671,214016,-4261.1781
1679,215040,-4325.9221
1687,216064,-4327.9804
1695,217088,-4520.2417
1703,218112,-4278.3744
1711,219136,-4150.9967
1719,220160,-4314.9235
1727,221184,-4297.5669
