episode,timestep,reward
7,1024,76.6656
15,2048,14.0737
23,3072,3.4127
31,4096,-10.7524
39,5120,-264.7264
47,6144,-99.1665
55,7168,49.0717
63,8192,11.8249
71,9216,-222.6161
79,10240,-104.0133
87,11264,64.8534
95,12288,-59.5134
103,13312,223.0979
111,14336,-101.9235
119,15360,137.3241
127,16384,-120.8539
135,17408,147.0573
143,18432,19.4399
151,19456,235.3944
159,20480,-8.8432
167,21504,24.3567
175,22528,-117.4219
183,23552,37.8684
191,24576,131.9747
199,25600,-42.376
207,26624,-161.3601
215,27648,-144.4567
223,28672,-124.8511
231,29696,129.1077
239,30720,-96.9133
247,31744,21.3289
255,32768,-126.3483
263,33792,7.9558
271,34816,-218.1431
279,35840,-63.1152
287,36864,111.2188
295,37888,-46.0421
303,38912,20.1907
311,39936,-86.6437
319,40960,-107.0921
327,41984,-61.0713
335,43008,-186.5556
343,44032,-218.3326
351,45056,-16.5863
359,46080,51.0048
367,47104,222.6737
375,48128,-114.2039
383,49152,-178.9543
391,50176,-43.8108
399,51200,35.1484
407,52224,39.9305
415,53248,60.3288
423,54272,-172.9391
431,55296,246.5912
439,56320,-31.7327
447,57344,198.4293
455,58368,-1.8939
463,59392,-77.041
471,60416,-230.5753
479,61440,22.0797
487,62464,-64.7873
495,63488,36.3868
503,64512,-96.5906
511,65536,3.1198
