episode,timestep,reward
7,1024,-74.694
15,2048,24.3166
23,3072,-194.0288
31,4096,123.065
39,5120,120.1745
47,6144,78.8344
55,7168,-109.3826
63,8192,-63.4772
71,9216,50.7488
79,10240,-20.8925
87,11264,-53.0469
95,12288,-3.9575
103,13312,206.5329
111,14336,-100.324
119,15360,32.0106
127,16384,-60.547
135,17408,-8.9456
143,18432,-32.3073
151,19456,-83.2823
159,20480,32.5005
167,21504,-200.9742
175,22528,-17.9659
183,23552,135.538
191,24576,-42.0296
199,25600,327.0451
207,26624,-155.0295
215,27648,19.3215
223,28672,-175.1291
231,29696,30.3704
239,30720,-239.0425
247,31744,82.224
255,32768,-34.4647
263,33792,-4.0338
271,34816,81.1591
279,35840,-179.016
287,36864,263.3496
295,37888,-38.6431
303,38912,-202.5291
311,39936,89.4219
319,40960,132.2822
327,41984,-259.8418
335,43008,68.1913
343,44032,8.4362
351,45056,-106.7984
359,46080,156.5388
367,47104,-86.9076
375,48128,-155.8302
383,49152,28.1224
391,50176,-51.5788
399,51200,11.4061
407,52224,-0.8393
415,53248,-97.4867
423,54272,112.9262
431,55296,-251.5068
439,56320,154.657
447,57344,-222.2853
455,58368,-18.5024
463,59392,-148.2901
471,60416,193.952
479,61440,275.6908
487,62464,-60.7141
495,63488,213.0533
503,64512,186.5819
511,65536,11.2436
519,66560,111.323
527,67584,190.5642
535,68608,42.1464
543,69632,124.8025
551,70656,4.0678
559,71680,62.0323
567,72704,46.7665
575,73728,179.5152
583,74752,-50.663
591,75776,-10.8349
599,76800,5.2363
607,77824,42.5955
615,78848,128.2986
623,79872,186.5103
631,80896,-19.496
639,81920,-157.5278
647,82944,-149.9349
655,83968,5.6214
663,84992,41.0791
671,86016,-35.048
679,87040,218.1152
687,88064,277.617
695,89088,50.83
703,90112,192.4787
711,91136,141.8279
719,92160,154.4349
727,93184,-90.3043
735,94208,63.3849
743,95232,95.1923
751,96256,151.9782
759,97280,143.2768
767,98304,89.6649
775,99328,279.8425
783,100352,23.1734
791,101376,356.3425
799,102400,293.5664
807,103424,323.4269
815,104448,61.9429
823,105472,213.1667
831,106496,184.2544
839,107520,329.9373
847,108544,-67.3308
855,109568,322.6309
863,110592,267.5392
871,111616,129.0982
879,112640,219.9083
887,113664,9.7584
895,114688,124.1296
903,115712,-64.7117
911,116736,-0.2406
919,117760,-49.9152
927,118784,308.5769
935,119808,-192.7541
943,120832,30.8668
951,121856,-141.0863
959,122880,288.0881
967,123904,-15.0465
975,124928,-66.7488
983,125952,323.9836
991,126976,27.2312
999,128000,-116.4957
1007,129024,137.4807
1015,130048,-427.3036
1023,131072,-217.0476
1031,132096,-90.5741
1039,133120,146.4453
1047,134144,135.453
1055,135168,600.9552
1063,136192,150.5796
1071,137216,310.932
1079,138240,483.1774
1087,139264,425.2231
1095,140288,253.7737
1103,141312,216.4768
1111,142336,180.5143
1119,143360,600.7197
1127,144384,276.7145
1135,145408,344.605
1143,146432,887.5738
1151,147456,590.213
1159,148480,441.6345
1167,149504,356.7875
1175,150528,494.6252
1183,151552,202.8853
1191,152576,439.5552
1199,153600,554.8601
1207,154624,412.627
1215,155648,-211.7954
1223,156672,97.4313
1231,157696,-258.6835
1239,158720,266.7339
1247,159744,348.3348
1255,160768,269.1731
1263,161792,251.8911
1271,162816,115.1439
1279,163840,24.5321
1287,164864,-90.3885
1295,165888,56.8158
1303,166912,-39.7374
1311,167936,207.709
1319,168960,-15.3506
1327,169984,374.3722
1335,171008,85.1319
1343,172032,58.1892
1351,173056,120.3333
1359,174080,120.5961
1367,175104,-683.7091
1375,176128,-66.0434
1383,177152,-297.4119
1391,178176,281.7917
1399,179200,32.2209
1407,180224,-376.6521
1415,181248,-81.9132
1423,182272,-21.6126
