episode,timestep,reward
7,1024,-64.2438
15,2048,-77.0507
23,3072,148.2594
31,4096,-73.5892
39,5120,-204.8083
47,6144,120.6314
55,7168,-40.0868
63,8192,-216.0203
71,9216,-170.7432
79,10240,145.8855
87,11264,-420.0812
95,12288,-140.0985
103,13312,108.9514
111,14336,201.3401
119,15360,-62.476
127,16384,-150.5939
135,17408,-136.9034
143,18432,7.6271
151,19456,-129.5924
159,20480,-259.6988
167,21504,-156.9464
175,22528,-48.4884
183,23552,90.2993
191,24576,-218.3284
199,25600,155.4472
207,26624,-55.836
215,27648,-169.2884
223,28672,-172.9791
231,29696,61.0169
239,30720,68.7567
247,31744,155.096
