episode,timestep,reward
7,1024,-48.8449
15,2048,-145.6819
23,3072,-210.1987
31,4096,29.0733
39,5120,111.1517
47,6144,-277.4644
55,7168,-153.4342
63,8192,-159.2093
71,9216,-107.1389
79,10240,-300.7841
87,11264,15.0495
95,12288,154.1891
103,13312,-149.3649
111,14336,-170.1306
119,15360,24.9336
127,16384,42.9381
135,17408,98.3919
143,18432,204.5695
151,19456,43.3674
159,20480,-30.9522
167,21504,-53.8436
175,22528,-100.5414
183,23552,-67.4002
191,24576,-333.7159
199,25600,-54.0815
207,26624,143.8649
215,27648,239.7105
223,28672,-56.3133
231,29696,-666.2423
239,30720,-742.2985
247,31744,-577.0025
255,32768,-623.9849
263,33792,-15.0248
271,34816,-126.9483
279,35840,384.4595
287,36864,-265.1335
295,37888,-322.3717
303,38912,-777.5136
311,39936,-91.297
319,40960,-596.0707
327,41984,-234.2479
335,43008,-460.8765
343,44032,-601.9268
351,45056,-95.4659
359,46080,-291.1839
367,47104,-282.1694
375,48128,-512.5403
383,49152,95.1027
391,50176,-647.8698
399,51200,-879.4185
407,52224,-242.7935
415,53248,127.657
423,54272,-479.4193
431,55296,-227.8537
439,56320,34.1073
447,57344,-507.7887
455,58368,-116.5915
463,59392,-398.9975
471,60416,132.7077
479,61440,-418.0863
487,62464,-542.8393
495,63488,12.9874
503,64512,-154.7892
511,65536,-890.7861
519,66560,-517.3581
527,67584,-593.9291
535,68608,-229.5763
543,69632,-77.0952
551,70656,102.4359
559,71680,-457.9439
567,72704,-890.1928
575,73728,-564.0411
583,74752,129.0883
591,75776,-374.1806
599,76800,-206.5694
607,77824,-134.0059
615,78848,-542.8948
623,79872,-486.9339
631,80896,-318.9921
