episode,timestep,reward
7,1024,-1825.4646
15,2048,-1808.9734
23,3072,-1818.0458
31,4096,-1761.1229
39,5120,-1743.5213
47,6144,-1797.9345
55,7168,-1779.2782
63,8192,-1748.5442
71,9216,-1729.0989
79,10240,-1757.3265
87,11264,-1836.848
95,12288,-1726.066
103,13312,-1790.1579
111,14336,-1822.8692
119,15360,-1800.689
127,16384,-1802.6611
135,17408,-1790.0137
143,18432,-1675.4023
151,19456,-1740.1349
159,20480,-1781.3895
167,21504,-1781.7476
175,22528,-1798.6222
183,23552,-1803.4449
191,24576,-1752.2197
199,25600,-1655.3892
207,26624,-1791.3712
215,27648,-1782.0493
223,28672,-1756.3581
231,29696,-1732.7305
239,30720,-1686.5351
247,31744,-1616.8631
255,32768,-1798.3748
263,33792,-1769.1731
271,34816,-1701.3601
279,35840,-1714.4323
287,36864,-1718.6012
295,37888,-1721.1548
303,38912,-1684.3173
311,39936,-1710.4064
319,40960,-1754.3614
327,41984,-1732.2984
335,43008,-1710.8154
343,44032,-1707.6154
351,45056,-1699.6028
359,46080,-1680.25
367,47104,-1645.4969
375,48128,-1678.8186
383,49152,-1737.9611
391,50176,-1697.4301
399,51200,-1609.8619
407,52224,-1572.609
415,53248,-1579.1106
423,54272,-1712.6859
431,55296,-1751.0637
439,56320,-1650.5103
447,57344,-1624.1992
455,58368,-1806.3128
463,59392,-1763.1234
471,60416,-1572.0808
479,61440,-1630.9504
487,62464,-1655.8187
495,63488,-1499.5757
503,64512,-1573.3549
511,65536,-1554.467
519,66560,-1576.4221
527,67584,-1584.8316
535,68608,-1403.9327
543,69632,-1534.2448
551,70656,-1422.3483
559,71680,-1467.6643
567,72704,-1682.3852
575,73728,-1535.9243
583,74752,-1473.601
591,75776,-1425.9396
599,76800,-1422.2533
607,77824,-1552.4719
615,78848,-1438.4202
623,79872,-1386.4392
631,80896,-1357.7799
639,81920,-1330.9791
647,82944,-1321.5971
655,83968,-1499.1043
663,84992,-1379.1033
671,86016,-1460.2245
679,87040,-1483.3196
687,88064,-1418.32
695,89088,-1533.0085
703,90112,-1470.1909
711,91136,-1500.429
719,92160,-1467.191
727,93184,-1545.0953
735,94208,-1466.8176
743,95232,-1500.7745
751,96256,-1367.3387
759,97280,-1410.1306
767,98304,-1441.4146
775,99328,-1469.7397
783,100352,-1529.9614
791,101376,-1582.1654
799,102400,-1444.6007
807,103424,-1542.6379
815,104448,-1416.1784
823,105472,-1493.5278
831,106496,-1630.4515
839,107520,-1549.2687
847,108544,-1575.5508
855,109568,-1538.6818
863,110592,-1563.8748
871,111616,-1567.1552
879,112640,-1598.9526
887,113664,-1625.8743
895,114688,-1610.5113
903,115712,-1578.4276
911,116736,-1564.4183
919,117760,-1605.6193
927,118784,-1569.14
935,119808,-1523.2615
943,120832,-1521.6513
951,121856,-1426.5538
959,122880,-1495.0468
967,123904,-1578.8747
975,124928,-1494.1436
983,125952,-1550.0759
991,126976,-1463.9509
999,128000,-1510.6785
1007,129024,-1427.5188
1015,130048,-1602.2618
1023,131072,-1552.4297
1031,132096,-1427.4878
1039,133120,-1535.5584
1047,134144,-1630.8421
1055,135168,-1641.7171
1063,136192,-1548.9495
1071,137216,-1582.949
1079,138240,-1508.3225
1087,139264,-1460.6656
1095,140288,-1602.2775
1103,141312,-1492.1687
1111,142336,-1577.7675
1119,143360,-1483.2394
1127,144384,-1613.0868
1135,145408,-1598.3811
1143,146432,-1528.8544
1151,147456,-1523.0874
1159,148480,-1578.5206
1167,149504,-1519.3662
1175,150528,-1634.5485
1183,151552,-1617.163
1191,152576,-1585.0741
1199,153600,-1653.2872
1207,154624,-1704.5675
1215,155648,-1774.7353
1223,156672,-1663.1128
1231,157696,-1610.3725
1239,158720,-1702.5446
1247,159744,-1538.1889
1255,160768,-1603.8775
1263,161792,-1681.3308
1271,162816,-1746.3971
1279,163840,-1823.4164
1287,164864,-1697.5123
1295,165888,-1752.186
1303,166912,-1834.7842
1311,167936,-1692.832
1319,168960,-1703.4779
1327,169984,-1711.8249
1335,171008,-1697.2191
1343,172032,-1670.0881
1351,173056,-1695.7941
1359,174080,-1686.1889
1367,175104,-1658.3848
1375,176128,-1557.2754
1383,177152,-1495.4651
1391,178176,-1446.1115
1399,179200,-1394.0598
1407,180224,-1370.2064
1415,181248,-1434.6582
1423,182272,-1460.5647
1431,183296,-1417.4239
1439,184320,-1408.718
1447,185344,-1411.1344
1455,186368,-1425.5128
1463,187392,-1389.8077
1471,188416,-1353.7499
1479,189440,-1423.9303
1487,190464,-1428.8888
1495,191488,-1463.2338
1503,192512,-1374.8004
1511,193536,-1279.4102
1519,194560,-1276.1609
1527,195584,-1165.8102
1535,196608,-1172.3247
1543,197632,-1317.5335
1551,198656,-1244.8369
1559,199680,-1314.1579
1567,200704,-1235.6901
1575,201728,-1243.4997
1583,202752,-1250.1722
1591,203776,-1292.0167
1599,204800,-1348.9332
1607,205824,-1377.3786
1615,206848,-1272.0112
1623,207872,-1368.8683
1631,208896,-1248.6737
1639,209920,-1301.9014
1647,210944,-1337.9317
1655,211968,-1388.9689
1663,212992,-1255.6713
1671,214016,-1346.774
1679,215040,-1358.9171
1687,216064,-1462.3844
1695,217088,-1348.0313
1703,218112,-1439.753
1711,219136,-1411.4781
1719,220160,-1405.0873
1727,221184,-1325.3564
1735,222208,-1434.3432
1743,223232,-1481.5563
1751,224256,-1345.978
1759,225280,-1314.3868
1767,226304,-1437.8698
1775,227328,-1550.5342
1783,228352,-1480.7605
1791,229376,-1582.7213
1799,230400,-1495.1439
1807,231424,-1493.3336
1815,232448,-1607.9807
1823,233472,-1549.9203
1831,234496,-1544.876
1839,235520,-1504.8712
1847,236544,-1588.1498
1855,237568,-1547.3001
1863,238592,-1533.5514
1871,239616,-1513.5262
1879,240640,-1454.5077
1887,241664,-1512.3319
1895,242688,-1512.7902
1903,243712,-1591.0482
1911,244736,-1533.6539
1919,245760,-1439.9836
1927,246784,-1393.1401
1935,247808,-1496.8057
1943,248832,-1440.6045
1951,249856,-1509.5836
1959,250880,-1419.0331
1967,251904,-1462.3322
1975,252928,-1454.3558
1983,253952,-1433.7996
1991,254976,-1519.1819
1999,256000,-1470.9423
2007,257024,-1480.8218
2015,258048,-1370.7745
2023,259072,-1437.046
2031,260096,-1425.8496
2039,261120,-1472.4055
2047,262144,-1585.3452
2055,263168,-1495.702
2063,264192,-1563.3057
2071,265216,-1493.2601
2079,266240,-1578.5783
2087,267264,-1541.9444
2095,268288,-1508.4094
2103,269312,-1457.4966
2111,270336,-1357.1857
2119,271360,-1438.5337
2127,272384,-1458.4655
2135,273408,-1281.5879
2143,274432,-1383.1098
2151,275456,-1407.804
2159,276480,-1309.6024
2167,277504,-1324.5079
2175,278528,-1280.7045
2183,279552,-1456.7618
2191,280576,-1373.76
2199,281600,-1531.7338
2207,282624,-1390.9538
