episode,timestep,reward
7,1024,-72.0304
15,2048,7.6063
23,3072,99.7602
31,4096,-21.8027
39,5120,-57.2846
47,6144,-134.1011
55,7168,-70.7894
63,8192,97.3764
71,9216,-107.6554
79,10240,-170.1832
87,11264,188.5719
95,12288,27.4334
103,13312,-98.3859
111,14336,-211.6051
119,15360,2.9433
127,16384,-288.0322
135,17408,28.4768
143,18432,-112.4071
151,19456,-226.0018
159,20480,-42.5333
167,21504,194.46
175,22528,-27.4258
183,23552,-217.7102
191,24576,-51.2678
199,25600,-222.3811
207,26624,-30.7065
215,27648,-0.1045
223,28672,90.0059
231,29696,-238.336
239,30720,75.6306
247,31744,118.4995
255,32768,-91.5013
263,33792,-11.34
271,34816,57.4251
279,35840,185.1696
287,36864,-74.5714
295,37888,0.0141
303,38912,53.5483
311,39936,-65.4325
319,40960,-243.2325
327,41984,227.8522
335,43008,-248.4884
343,44032,-108.0015
351,45056,-89.9937
359,46080,42.4041
367,47104,246.2995
375,48128,76.7057
383,49152,25.7772
391,50176,221.5553
399,51200,117.3084
407,52224,-143.9082
415,53248,-1.8706
423,54272,-148.5929
431,55296,8.4562
439,56320,147.9951
447,57344,16.5472
455,58368,-6.5028
463,59392,43.7119
471,60416,-18.9376
479,61440,-105.3018
487,62464,-71.9502
495,63488,-49.2688
503,64512,103.8887
511,65536,-117.7939
519,66560,94.8513
527,67584,-24.752
535,68608,71.7234
543,69632,-49.9784
551,70656,133.9478
559,71680,-39.4426
567,72704,-42.3801
575,73728,-230.6779
583,74752,-5.8887
591,75776,-115.126
599,76800,179.4343
607,77824,238.6022
615,78848,79.0301
623,79872,-37.0222
631,80896,97.9398
639,81920,284.4303
647,82944,-90.505
655,83968,-114.4795
663,84992,47.3978
671,86016,-225.0004
679,87040,101.0759
687,88064,106.209
695,89088,-52.2394
703,90112,49.9277
711,91136,0.0292
719,92160,59.255
727,93184,96.7263
735,94208,-111.4681
743,95232,134.9557
751,96256,16.629
759,97280,-92.5283
767,98304,21.3876
775,99328,7.4493
783,100352,-40.6634
791,101376,-108.5229
799,102400,-247.2184
807,103424,16.6162
815,104448,111.9289
823,105472,-34.9451
831,106496,-44.1663
839,107520,-182.16
847,108544,20.5576
855,109568,62.1672
863,110592,-18.454
871,111616,-23.7062
879,112640,-34.931
887,113664,-4.2896
895,114688,205.828
903,115712,54.0777
911,116736,-93.1175
919,117760,117.4912
927,118784,-83.1826
935,119808,141.1854
943,120832,123.9277
951,121856,-105.3038
959,122880,203.1624
967,123904,84.189
975,124928,-71.4463
983,125952,66.0351
991,126976,55.3546
999,128000,-107.8509
1007,129024,-22.6753
1015,130048,-212.7736
1023,131072,-125.7141
1031,132096,-139.6655
1039,133120,-143.9195
1047,134144,6.931
1055,135168,70.8859
1063,136192,70.0607
1071,137216,-22.926
1079,138240,143.1299
1087,139264,-245.1121
1095,140288,-108.7036
1103,141312,41.6223
1111,142336,37.2262
1119,143360,-112.569
1127,144384,-38.8076
1135,145408,-230.7506
1143,146432,-257.6562
1151,147456,8.9219
1159,148480,-19.6868
1167,149504,-191.9561
1175,150528,58.6299
1183,151552,-38.8706
1191,152576,-162.811
1199,153600,-167.9654
1207,154624,110.4857
1215,155648,70.796
1223,156672,-90.3964
1231,157696,-68.6513
1239,158720,-34.2015
1247,159744,-109.1937
1255,160768,-174.9706
1263,161792,-339.4313
1271,162816,-8.2828
1279,163840,34.891
1287,164864,-77.2511
1295,165888,93.4018
1303,166912,-104.8567
1311,167936,-59.3181
1319,168960,28.9846
1327,169984,-121.6429
1335,171008,127.2856
1343,172032,152.283
1351,173056,10.9161
1359,174080,55.6539
1367,175104,-125.9369
1375,176128,-8.2781
1383,177152,82.4635
