episode,timestep,reward
7,1024,-2882.5297
15,2048,-2395.2778
23,3072,-2550.3767
31,4096,-2341.5027
39,5120,-2330.7468
47,6144,-2490.4179
55,7168,-2427.6039
63,8192,-2507.0223
71,9216,-2061.9702
79,10240,-2336.9307
87,11264,-2248.4088
95,12288,-2608.3287
103,13312,-2294.4461
111,14336,-1948.4743
119,15360,-2151.6756
127,16384,-2490.6374
135,17408,-2251.5024
143,18432,-2215.5452
151,19456,-2167.5686
159,20480,-2073.4356
167,21504,-2337.8386
175,22528,-2421.0926
183,23552,-2332.0327
191,24576,-2333.9271
199,25600,-2256.0397
207,26624,-2335.4806
215,27648,-2292.4107
223,28672,-2308.5185
231,29696,-2396.3407
239,30720,-2342.4816
247,31744,-2652.377
255,32768,-2278.1499
263,33792,-2405.4186
271,34816,-2083.3869
279,35840,-2173.2177
287,36864,-2523.2184
295,37888,-2287.2664
303,38912,-2415.3032
311,39936,-2370.38
319,40960,-2295.7788
327,41984,-2134.8376
335,43008,-2298.6015
343,44032,-2289.6314
351,45056,-2487.3523
359,46080,-2538.8969
367,47104,-2446.1952
375,48128,-2468.6605
383,49152,-2315.6121
391,50176,-2500.9563
399,51200,-2140.0813
407,52224,-2362.9049
415,53248,-2157.6151
423,54272,-2289.8483
431,55296,-2254.1772
439,56320,-2001.8083
447,57344,-2355.985
455,58368,-2234.7052
463,59392,-2351.8007
471,60416,-2447.9732
479,61440,-2400.1189
487,62464,-2298.9903
495,63488,-2396.0406
503,64512,-2294.6166
511,65536,-2509.9453
519,66560,-2273.4353
527,67584,-2046.0666
535,68608,-2316.0343
543,69632,-2419.5838
551,70656,-2421.6405
559,71680,-2339.0182
567,72704,-2375.9057
575,73728,-2321.6985
583,74752,-2428.9956
591,75776,-2072.2374
599,76800,-2444.994
607,77824,-2109.8458
615,78848,-2079.8066
623,79872,-2226.0696
631,80896,-2296.3665
639,81920,-2528.0739
647,82944,-2269.0249
655,83968,-2480.7045
663,84992,-2733.1998
671,86016,-2297.8351
679,87040,-2369.7375
687,88064,-2130.396
695,89088,-2190.4458
703,90112,-2450.2204
711,91136,-2249.7995
719,92160,-2641.407
727,93184,-2491.7846
735,94208,-2436.4324
743,95232,-2470.4581
751,96256,-2471.0027
759,97280,-2292.1938
767,98304,-2415.6174
775,99328,-2593.0396
783,100352,-2354.0582
791,101376,-2354.224
799,102400,-2218.3466
807,103424,-2340.6274
815,104448,-2363.5383
823,105472,-2203.3503
831,106496,-2675.2542
839,107520,-2408.5403
847,108544,-2530.5403
855,109568,-2256.7208
863,110592,-2071.1477
871,111616,-2236.8448
879,112640,-2430.0841
887,113664,-2370.2539
895,114688,-2240.0359
903,115712,-2408.6231
911,116736,-2404.3886
919,117760,-2326.6088
927,118784,-2180.8699
935,119808,-2343.3861
943,120832,-2448.1873
951,121856,-2128.6893
959,122880,-2549.5185
967,123904,-2261.4095
975,124928,-2176.0096
983,125952,-2289.0742
991,126976,-2398.6123
999,128000,-2424.2074
1007,129024,-2626.4928
1015,130048,-2455.334
1023,131072,-2439.8877
1031,132096,-2465.6578
