episode,timestep,reward
1,2000,-157.4944
3,4000,-160.6739
5,6000,-159.4047
7,8000,-170.2041
9,10000,-171.804
11,12000,-150.5599
13,14000,-142.0887
15,16000,-151.2551
17,18000,-136.8261
19,20000,-142.7233
21,22000,-134.5724
23,24000,-143.7813
25,26000,-154.1051
27,28000,-134.3938
29,30000,-145.5666
31,32000,-149.1351
33,34000,-136.8657
35,36000,-128.6045
37,38000,-118.2955
39,40000,-143.2331
41,42000,-132.7847
43,44000,-110.3348
45,46000,-131.6936
47,48000,-111.0502
49,50000,-113.3265
51,52000,-107.0248
53,54000,-111.5013
55,56000,-96.1569
57,58000,-119.6413
59,60000,-121.3177
61,62000,-85.7
63,64000,-111.9505
65,66000,-88.899
67,68000,-72.943
69,70000,-78.4935
71,72000,-67.8484
73,74000,-103.8456
75,76000,-89.3274
77,78000,-43.3323
79,80000,-35.3302
81,82000,-97.7046
83,84000,-77.0803
85,86000,-70.5301
87,88000,-51.5494
89,90000,-56.1952
91,92000,-101.4597
93,94000,-80.1046
95,96000,-33.7927
97,98000,38.5111
99,100000,-45.1807
101,102000,-27.79
103,104000,68.8677
105,106000,-41.96
107,108000,-53.5021
109,110000,-13.6407
111,112000,-33.8441
113,114000,-13.7159
115,116000,-7.9204
117,118000,-2.1867
119,120000,7.7576
121,122000,6.6756
123,124000,14.0942
125,126000,15.6419
127,128000,145.3042
129,130000,58.683
131,132000,33.7587
133,134000,4.3509
135,136000,122.816
137,138000,267.9497
139,140000,172.3719
141,142000,43.1745
143,144000,481.7009
145,146000,525.7885
147,148000,30.2638
149,150000,587.363
151,152000,74.8786
153,154000,158.698
155,156000,23.7913
157,158000,195.7846
159,160000,46.8995
161,162000,561.8363
163,164000,102.3561
165,166000,141.3623
167,168000,288.0551
169,170000,395.0336
171,172000,131.1619
173,174000,516.889
175,176000,637.0401
177,178000,365.0427
179,180000,508.9132
181,182000,455.3082
183,184000,1057.4207
185,186000,401.2673
187,188000,746.1037
189,190000,433.4682
191,192000,830.8507
193,194000,950.6423
195,196000,495.786
197,198000,597.6934
199,200000,54.2087
201,202000,280.7222
203,204000,648.6001
205,206000,753.4383
207,208000,1024.2779
209,210000,856.035
