episode,timestep,reward
1,1000,-16.1922
3,2000,-30.5752
5,3000,-38.1416
7,4000,-38.9465
9,5000,-32.2292
11,6000,-46.8956
13,7000,-36.6225
15,8000,-29.4321
17,9000,-37.2904
19,10000,-46.3622
21,11000,-31.5128
23,12000,-26.2839
25,13000,-33.1638
27,14000,-30.2533
29,15000,-31.8821
31,16000,-52.3018
33,17000,-38.8928
35,18000,-28.8215
37,19000,-44.3878
39,20000,-11.3608
41,21000,-13.9538
43,22000,-23.292
45,23000,-21.1699
47,24000,-15.4882
49,25000,-19.9842
51,26000,-7.9157
53,27000,-25.0627
55,28000,-10.3159
57,29000,-17.1713
59,30000,-21.8719
61,31000,-27.2477
