episode,timestep,reward
1,2000,-180.8599
3,4000,-171.049
5,6000,-170.6917
7,8000,-151.3558
9,10000,-169.7037
11,12000,-155.2363
13,14000,-165.1325
15,16000,-172.9531
17,18000,-153.9545
19,20000,-160.5079
21,22000,-148.1761
23,24000,-161.243
25,26000,-146.9759
27,28000,-162.0747
29,30000,-170.658
31,32000,-166.6551
33,34000,-158.7187
35,36000,-146.6623
37,38000,-131.6646
39,40000,-166.0122
41,42000,-135.8495
43,44000,-143.1531
45,46000,-133.9631
47,48000,-143.4077
49,50000,-157.7057
51,52000,-100.0547
53,54000,-136.1338
55,56000,-86.8204
57,58000,-140.2385
59,60000,-130.7157
61,62000,-126.1915
63,64000,-132.7612
65,66000,-94.7718
67,68000,-123.7317
69,70000,-61.1722
71,72000,-51.0385
73,74000,-113.9888
75,76000,-113.9931
77,78000,29.28
79,80000,9.8659
81,82000,-31.8922
83,84000,-91.288
85,86000,-64.7531
87,88000,-65.6485
89,90000,40.5005
91,92000,-19.445
93,94000,-94.0386
95,96000,84.4928
97,98000,69.1964
99,100000,-65.214
101,102000,-89.7084
103,104000,-75.8484
105,106000,-88.5379
107,108000,-4.919
109,110000,-27.8425
111,112000,-17.3319
113,114000,22.1527
115,116000,22.9355
117,118000,-21.2774
119,120000,30.4141
121,122000,48.6379
123,124000,58.5272
125,126000,274.5045
127,128000,41.6408
129,130000,69.4576
131,132000,219.5187
133,134000,74.8237
135,136000,478.8046
137,138000,276.682
139,140000,274.7146
141,142000,311.0398
143,144000,210.192
145,146000,604.8844
147,148000,170.9374
149,150000,811.2495
151,152000,193.9696
153,154000,47.5754
155,156000,622.9239
157,158000,454.0436
159,160000,203.5074
161,162000,552.0706
163,164000,460.6437
165,166000,667.3445
167,168000,375.7938
169,170000,882.6652
171,172000,417.3352
173,174000,646.3836
175,176000,154.7947
177,178000,254.067
179,180000,608.1722
181,182000,1218.6196
183,184000,556.1177
185,186000,585.5223
187,188000,408.4516
189,190000,329.9217
191,192000,1542.9804
193,194000,1355.4579
195,196000,330.4733
197,198000,859.354
199,200000,571.3624
201,202000,661.5278
203,204000,856.4213
205,206000,1036.5559
207,208000,455.5407
209,210000,1072.5217
211,212000,1494.91
213,214000,1611.1924
215,216000,863.058
217,218000,1230.0519
219,220000,1095.0952
221,222000,1056.4376
223,224000,726.5356
225,226000,789.9372
227,228000,1150.7336
229,230000,291.9892
231,232000,1372.1998
233,234000,779.424
235,236000,379.8989
237,238000,931.3044
239,240000,627.7949
241,242000,1181.9435
243,244000,991.0271
245,246000,1502.2896
247,248000,1313.2827
249,250000,1317.7855
251,252000,428.2726
253,254000,943.9936
255,256000,707.7122
257,258000,714.5487
259,260000,1441.7279
261,262000,842.2948
263,264000,618.7253
265,266000,518.0737
267,268000,468.8122
269,270000,1148.8701
271,272000,1202.9605
273,274000,1055.5605
275,276000,1321.0988
277,278000,580.449
279,280000,1259.6949
281,282000,838.9635
283,284000,1232.3599
285,286000,1233.3539
287,288000,1550.762
289,290000,1274.455
291,292000,1497.6598
293,294000,1068.4342
295,296000,922.7613
297,298000,1173.3208
299,300000,1177.8696
301,302000,1590.6891
303,304000,842.2742
305,306000,1515.9904
307,308000,1317.8529
309,310000,950.6556
311,312000,248.9959
313,314000,1267.5203
315,316000,1324.7027
317,318000,1163.6258
319,320000,1577.3683
321,322000,1349.8647
323,324000,2242.8607
325,326000,1557.4534
327,328000,879.9132
329,330000,1547.1717
331,332000,1635.5636
333,334000,1716.6326
335,336000,987.3365
337,338000,1571.8656
339,340000,2034.0806
341,342000,524.1782
343,344000,1157.179
345,346000,1928.7707
347,348000,1918.0016
349,350000,1572.2408
351,352000,1973.7337
353,354000,1999.2263
355,356000,1711.4538
357,358000,1788.0828
359,360000,1990.7399
361,362000,1527.9611
363,364000,1279.578
365,366000,2374.2061
367,368000,1742.3092
369,370000,1861.5338
371,372000,1715.285
373,374000,2157.4965
375,376000,1829.4089
377,378000,1857.0399
379,380000,1557.9194
381,382000,1776.9828
383,384000,1602.0864
385,386000,1499.4368
387,388000,2197.3409
389,390000,1762.3282
391,392000,2480.3309
393,394000,2139.5839
395,396000,1898.701
397,398000,1909.9058
399,400000,1862.6132
401,402000,2232.3613
403,404000,2144.8268
405,406000,1908.6189
407,408000,1831.1881
409,410000,1969.1737
411,412000,2230.1406
413,414000,1636.3456
415,416000,2179.783
417,418000,1927.185
419,420000,2143.0385
421,422000,2091.2281
423,424000,2069.8347
425,426000,2198.921
427,428000,2340.2003
429,430000,1903.3016
431,432000,2217.8157
433,434000,1608.58
435,436000,2397.5845
437,438000,2224.4634
439,440000,2105.5539
441,442000,2202.4707
443,444000,1916.7778
445,446000,2404.9828
447,448000,2128.4463
449,450000,2064.1179
451,452000,2087.3729
453,454000,2274.0425
455,456000,2524.6736
457,458000,2436.6387
459,460000,2406.8146
461,462000,2557.0659
463,464000,2397.8085
465,466000,2278.2936
467,468000,2076.4091
469,470000,1959.6977
471,472000,2048.6701
473,474000,2459.9608
475,476000,2214.2374
477,478000,2359.9729
479,480000,2402.8669
481,482000,2322.5739
483,484000,2659.1947
485,486000,2601.8877
487,488000,2428.1818
489,490000,2432.4864
491,492000,2151.4236
493,494000,2323.1809
495,496000,2362.6555
497,498000,2550.2706
499,500000,2314.6875
501,502000,2430.5658
503,504000,2422.2527
505,506000,2339.2143
507,508000,2526.8544
509,510000,2552.5437
511,512000,2701.6309
513,514000,2633.6933
515,516000,2496.7805
517,518000,2552.774
519,520000,2378.4502
521,522000,2614.7299
523,524000,2652.9248
525,526000,2350.0261
527,528000,2307.5139
529,530000,2578.4566
531,532000,2581.2122
533,534000,2694.4569
535,536000,2579.4354
537,538000,2444.256
539,540000,2568.026
541,542000,2455.5536
543,544000,2398.2051
545,546000,1453.7047
547,548000,225.4136
549,550000,500.6667
551,552000,643.36
553,554000,490.5532
555,556000,200.6555
557,558000,177.1407
559,560000,209.3849
561,562000,151.4419
563,564000,243.2401
565,566000,128.4118
567,568000,156.0462
569,570000,245.9034
571,572000,154.8671
573,574000,214.2113
575,576000,232.8361
577,578000,255.1239
579,580000,150.3119
581,582000,173.2661
583,584000,233.5494
585,586000,186.0407
587,588000,219.0635
589,590000,203.8854
591,592000,173.8052
593,594000,112.2314
595,596000,202.5104
597,598000,249.7269
599,600000,188.464
601,602000,193.7774
603,604000,232.5175
605,606000,180.5338
607,608000,251.4138
609,610000,265.61
611,612000,285.9601
613,614000,270.3326
615,616000,487.3304
617,618000,487.7947
619,620000,432.1095
621,622000,450.0747
623,624000,460.8115
625,626000,528.6522
627,628000,481.4885
629,630000,576.9727
631,632000,998.9209
633,634000,417.4421
635,636000,-13.013
637,638000,7.2208
639,640000,-8.815
641,642000,-1.4709
643,644000,1.6215
645,646000,10.7065
647,648000,8.8655
649,650000,1.3753
651,652000,-8.3389
653,654000,14.8684
655,656000,4.7218
657,658000,1.5104
659,660000,7.2883
661,662000,-0.3653
663,664000,16.8035
665,666000,2.0302
667,668000,18.6809
669,670000,1.3697
671,672000,27.3607
673,674000,1.1202
675,676000,13.0425
677,678000,24.4965
679,680000,22.5724
681,682000,22.6042
683,684000,29.7591
685,686000,47.5343
687,688000,26.8904
689,690000,34.5447
691,692000,18.044
693,694000,29.3965
695,696000,28.6796
697,698000,37.5657
699,700000,26.2413
701,702000,29.6054
703,704000,40.427
705,706000,23.3163
707,708000,40.0463
709,710000,40.7933
711,712000,34.8496
713,714000,50.2898
715,716000,31.9674
717,718000,44.9522
719,720000,47.93
721,722000,47.6925
723,724000,51.5042
725,726000,54.0178
727,728000,47.5743
729,730000,50.001
731,732000,49.6586
733,734000,51.0042
735,736000,64.5965
737,738000,60.2386
739,740000,57.0417
741,742000,68.5447
743,744000,66.2596
745,746000,61.5136
747,748000,47.8912
749,750000,41.954
751,752000,72.4269
753,754000,58.4383
755,756000,45.6549
757,758000,64.3159
759,760000,60.7305
761,762000,60.9741
763,764000,68.04
765,766000,68.3859
767,768000,53.6153
769,770000,64.9462
771,772000,65.6783
773,774000,66.6767
775,776000,83.361
777,778000,83.5948
779,780000,75.6089
781,782000,71.2623
783,784000,81.6768
785,786000,83.1629
787,788000,73.2553
789,790000,88.6292
791,792000,86.1077
793,794000,92.2432
795,796000,99.3536
797,798000,98.7414
799,800000,87.6836
801,802000,74.701
803,804000,96.7597
805,806000,107.1146
807,808000,91.7746
809,810000,94.1374
811,812000,123.8422
813,814000,101.152
815,816000,84.1359
817,818000,101.4767
819,820000,127.9693
821,822000,138.649
823,824000,121.923
825,826000,113.9314
827,828000,93.7147
829,830000,114.2066
831,832000,130.7355
833,834000,135.4387
835,836000,115.0228
837,838000,150.4445
