episode,timestep,reward
1,2000,-212.8462
3,4000,-214.3845
5,6000,-218.0624
7,8000,-232.5487
9,10000,-225.878
11,12000,-185.6467
13,14000,-212.3041
15,16000,-193.6508
17,18000,-204.2178
19,20000,-246.0138
21,22000,-168.1415
23,24000,-242.0816
25,26000,-195.895
27,28000,-92.0173
29,30000,-201.6823
31,32000,-233.1929
33,34000,-134.327
35,36000,-180.8652
37,38000,-136.4569
39,40000,80.6479
41,42000,-132.9039
43,44000,-164.3151
45,46000,-27.8031
47,48000,-94.5042
49,50000,-106.4522
51,52000,-83.4583
53,54000,20.7707
55,56000,-67.8316
57,58000,-38.3614
59,60000,-56.1322
61,62000,-128.7908
63,64000,27.363
65,66000,245.0311
67,68000,281.4362
69,70000,39.0859
71,72000,100.3759
73,74000,84.6539
75,76000,267.6686
77,78000,-67.7291
79,80000,174.4881
81,82000,59.0739
83,84000,330.5395
85,86000,-6.7811
87,88000,0.4692
89,90000,534.0814
91,92000,488.0531
93,94000,80.2629
95,96000,-142.4571
97,98000,10.9871
99,100000,185.3203
101,102000,24.4231
103,104000,8.6824
105,106000,359.7727
107,108000,333.3363
109,110000,150.29
111,112000,848.1676
113,114000,62.7524
115,116000,540.441
117,118000,62.3141
119,120000,67.8189
121,122000,283.2196
123,124000,870.8553
125,126000,307.4083
127,128000,791.6818
129,130000,1048.6743
131,132000,439.9604
133,134000,-16.1203
135,136000,769.8844
137,138000,855.5159
139,140000,283.5261
141,142000,1019.1332
143,144000,133.3419
145,146000,227.0679
147,148000,-58.2507
149,150000,-33.726
151,152000,120.9431
153,154000,123.9534
155,156000,125.6815
157,158000,152.0479
159,160000,36.3624
161,162000,156.4309
163,164000,454.9411
165,166000,548.0573
167,168000,74.1269
169,170000,249.3802
171,172000,419.9417
173,174000,378.2375
175,176000,565.4868
177,178000,36.2293
179,180000,100.1488
181,182000,282.1833
183,184000,125.9648
185,186000,336.6275
187,188000,134.3036
189,190000,650.7358
191,192000,26.883
193,194000,195.8535
195,196000,1124.2287
197,198000,74.5177
199,200000,330.6055
201,202000,625.838
203,204000,346.9017
205,206000,528.9442
207,208000,389.3208
209,210000,275.5308
211,212000,377.6902
213,214000,420.833
215,216000,158.1793
217,218000,546.916
219,220000,474.8681
221,222000,357.7418
223,224000,284.71
225,226000,534.894
227,228000,716.3066
229,230000,785.5762
231,232000,306.1596
233,234000,233.4236
235,236000,476.5239
237,238000,898.2006
239,240000,643.8167
241,242000,337.5491
243,244000,515.608
245,246000,543.7241
247,248000,425.1138
249,250000,672.6183
251,252000,425.7174
253,254000,76.5227
255,256000,60.1509
257,258000,243.996
259,260000,379.3914
261,262000,458.316
263,264000,247.1358
265,266000,97.0738
267,268000,653.4778
269,270000,502.8505
271,272000,334.6014
273,274000,480.8885
275,276000,471.6989
277,278000,708.6117
279,280000,71.0392
281,282000,322.0947
283,284000,726.4238
285,286000,529.177
287,288000,585.9395
289,290000,780.3345
291,292000,826.6408
293,294000,708.626
295,296000,121.4764
297,298000,118.1278
299,300000,197.5205
301,302000,354.4329
303,304000,911.8371
305,306000,273.5083
307,308000,239.5714
309,310000,403.872
311,312000,328.0692
313,314000,473.7214
315,316000,657.011
317,318000,466.8743
319,320000,925.9231
321,322000,253.0429
323,324000,311.2329
325,326000,755.4015
327,328000,767.9932
329,330000,744.3854
331,332000,341.1547
333,334000,514.3342
335,336000,69.0324
337,338000,540.22
339,340000,639.8685
341,342000,593.5327
343,344000,794.1555
345,346000,542.83
347,348000,244.1103
349,350000,1436.3086
351,352000,3050.4771
353,354000,2201.2471
355,356000,2100.3432
357,358000,1013.0302
359,360000,1042.1943
361,362000,940.0251
363,364000,1046.3994
365,366000,111.2459
367,368000,-215.653
369,370000,-165.0335
371,372000,-157.9695
373,374000,-159.9177
375,376000,-222.6594
377,378000,-98.3668
379,380000,-125.9502
381,382000,-124.5149
383,384000,-38.5766
385,386000,74.5738
387,388000,31.9728
389,390000,-7.2132
391,392000,-134.2798
393,394000,-140.8345
395,396000,-3.6806
397,398000,24.6062
399,400000,64.5954
401,402000,135.7695
403,404000,70.8437
405,406000,268.5252
407,408000,302.9783
409,410000,236.6892
411,412000,57.9316
413,414000,48.8453
415,416000,99.2001
417,418000,142.223
419,420000,241.3717
421,422000,199.347
423,424000,294.0259
425,426000,166.7296
427,428000,366.8051
429,430000,1102.3523
431,432000,1059.8383
433,434000,705.6302
435,436000,168.7124
437,438000,59.9177
439,440000,267.1789
441,442000,590.2964
443,444000,152.8593
445,446000,589.1199
447,448000,270.5679
449,450000,504.7261
451,452000,718.0056
453,454000,530.7838
455,456000,209.7497
457,458000,566.6755
459,460000,201.8757
461,462000,144.9492
463,464000,522.2547
465,466000,461.253
467,468000,463.4965
469,470000,419.1706
471,472000,321.6255
473,474000,266.8627
475,476000,674.954
