episode,timestep,reward
1,2000,-157.0144
3,4000,-141.7413
5,6000,-120.1102
7,8000,-135.3083
9,10000,-96.598
11,12000,-100.185
13,14000,-85.0049
15,16000,-104.8371
17,18000,-16.7696
19,20000,-50.0275
21,22000,-39.4602
23,24000,24.435
25,26000,-3.3755
27,28000,46.0051
29,30000,57.8345
31,32000,40.3826
33,34000,94.8237
35,36000,114.1327
37,38000,87.1986
39,40000,249.8727
41,42000,298.3206
43,44000,251.1899
45,46000,312.7436
47,48000,276.9499
49,50000,459.642
51,52000,561.7611
53,54000,511.2465
55,56000,442.6493
57,58000,608.1485
59,60000,707.7155
61,62000,673.9761
63,64000,771.4859
65,66000,820.8712
67,68000,547.8283
69,70000,614.5021
71,72000,762.6133
73,74000,891.6154
75,76000,989.3484
77,78000,778.2318
79,80000,995.0509
81,82000,470.7477
83,84000,680.6996
85,86000,730.4994
87,88000,952.7444
89,90000,746.7679
91,92000,547.5622
93,94000,619.7851
95,96000,671.2972
97,98000,854.9969
99,100000,930.7047
101,102000,892.3646
103,104000,739.3497
105,106000,805.7386
107,108000,780.4027
109,110000,1069.5684
111,112000,949.5897
113,114000,906.1798
115,116000,987.9311
117,118000,717.1342
119,120000,976.5946
121,122000,886.1212
123,124000,927.7515
125,126000,636.6379
127,128000,812.8493
129,130000,759.0469
131,132000,854.4764
133,134000,1037.8855
135,136000,1017.0731
137,138000,1370.3657
139,140000,916.0332
141,142000,858.6903
143,144000,1284.974
145,146000,1480.021
147,148000,1201.2634
149,150000,1031.5629
151,152000,1531.7418
153,154000,1083.8762
155,156000,1302.2891
157,158000,1578.4318
159,160000,299.2912
161,162000,199.8808
163,164000,171.0639
165,166000,175.396
167,168000,132.938
169,170000,328.7683
171,172000,319.5461
173,174000,536.1286
175,176000,399.897
177,178000,580.4634
179,180000,388.2215
181,182000,545.4872
183,184000,662.0812
185,186000,624.0708
187,188000,468.1643
189,190000,478.2746
191,192000,657.0966
193,194000,774.1513
195,196000,1263.2759
197,198000,882.1973
199,200000,523.9233
201,202000,424.6103
203,204000,845.0681
205,206000,946.3094
207,208000,899.9095
209,210000,1079.8861
211,212000,1054.6443
213,214000,964.3361
215,216000,958.7277
217,218000,1092.8252
219,220000,1163.684
221,222000,1306.2903
223,224000,576.7372
225,226000,1126.0485
227,228000,1093.8855
229,230000,810.1005
231,232000,1172.1669
233,234000,813.6306
235,236000,1104.063
237,238000,1289.1655
239,240000,1120.8047
241,242000,1434.9756
243,244000,1070.9923
245,246000,1111.3697
247,248000,782.5703
249,250000,1288.7268
251,252000,796.1764
253,254000,917.7251
255,256000,1076.6162
257,258000,1063.8603
259,260000,905.0849
261,262000,1085.0664
263,264000,916.3987
265,266000,663.4527
267,268000,716.5207
269,270000,509.65
271,272000,1350.564
273,274000,941.6382
275,276000,1071.7271
277,278000,1156.5491
279,280000,1037.1396
281,282000,809.7029
283,284000,953.0949
285,286000,1281.2028
287,288000,965.1515
289,290000,868.2642
291,292000,652.1166
293,294000,510.0274
295,296000,918.8161
297,298000,966.6101
299,300000,529.2455
301,302000,898.4567
303,304000,767.3074
305,306000,819.708
307,308000,1372.2823
309,310000,975.852
311,312000,1215.3328
313,314000,906.6122
315,316000,912.7231
317,318000,1243.5806
319,320000,1035.9569
321,322000,905.1685
323,324000,1063.034
325,326000,967.4351
327,328000,1279.2067
329,330000,785.5055
331,332000,820.7112
333,334000,1184.6822
335,336000,1284.0912
337,338000,1203.2296
339,340000,784.157
341,342000,1138.5101
343,344000,1241.6319
345,346000,926.8039
347,348000,1665.7906
349,350000,1320.0942
351,352000,1266.1503
353,354000,871.4188
355,356000,1363.7606
357,358000,870.734
359,360000,1002.3443
361,362000,1087.5705
363,364000,1001.7638
365,366000,973.734
367,368000,842.4931
369,370000,1118.4907
371,372000,1565.1787
373,374000,1335.44
375,376000,1534.6981
377,378000,1516.7416
379,380000,1256.8062
381,382000,1466.4384
383,384000,1011.9119
385,386000,1009.1503
387,388000,962.6352
389,390000,215.2779
391,392000,908.9728
393,394000,837.2094
395,396000,1195.8431
397,398000,1954.8439
399,400000,1833.7284
401,402000,2088.0744
403,404000,1297.1878
405,406000,2466.9504
407,408000,1429.4102
409,410000,2304.1305
411,412000,1346.6957
413,414000,1753.8043
415,416000,2182.2172
417,418000,1242.1231
419,420000,1190.4087
421,422000,1270.0361
423,424000,1771.7412
