episode,timestep,reward
1,2000,-253.8187
3,4000,-240.6717
5,6000,-303.1407
7,8000,-257.6211
9,10000,-287.8637
11,12000,-197.8268
13,14000,-276.0434
15,16000,-268.9539
17,18000,-221.2802
19,20000,-223.55
21,22000,-212.0743
23,24000,-198.861
25,26000,-226.1438
27,28000,-190.0912
29,30000,-140.0828
31,32000,-177.3971
33,34000,-60.1287
35,36000,-143.9975
37,38000,-51.8124
39,40000,149.4645
41,42000,-28.19
43,44000,-79.9077
45,46000,-26.9623
47,48000,-89.9794
49,50000,93.8116
51,52000,70.4593
53,54000,34.02
55,56000,411.9376
57,58000,99.8766
59,60000,33.0389
61,62000,-111.3743
63,64000,-43.4784
65,66000,-165.4197
67,68000,285.2405
69,70000,47.0219
71,72000,287.4515
73,74000,-7.8814
75,76000,-36.7994
77,78000,-70.2765
79,80000,150.4175
81,82000,90.2623
83,84000,391.4357
85,86000,101.1387
87,88000,-165.1814
89,90000,31.8858
91,92000,97.9635
93,94000,-69.2446
95,96000,-61.971
97,98000,-96.9459
99,100000,4.3125
101,102000,-69.0704
103,104000,611.0382
105,106000,285.4361
107,108000,447.25
109,110000,-4.333
111,112000,699.668
113,114000,-23.6248
115,116000,215.0949
117,118000,233.3279
119,120000,855.1799
121,122000,910.943
123,124000,283.7363
125,126000,254.0297
127,128000,301.9658
129,130000,552.1468
131,132000,570.6248
133,134000,300.6397
135,136000,268.1905
137,138000,80.4608
139,140000,187.2575
141,142000,773.5373
143,144000,400.4411
145,146000,78.9928
147,148000,294.8431
149,150000,141.3031
151,152000,68.8237
153,154000,68.878
155,156000,-0.8967
157,158000,274.8931
159,160000,448.9779
161,162000,145.781
163,164000,726.6183
165,166000,562.8862
167,168000,689.2001
169,170000,421.7955
171,172000,509.5994
173,174000,756.0318
175,176000,427.6988
177,178000,113.9305
179,180000,530.037
181,182000,454.3594
183,184000,740.0941
185,186000,181.0881
187,188000,1104.9609
189,190000,235.6713
191,192000,98.1282
193,194000,360.4436
195,196000,846.457
197,198000,38.9352
199,200000,189.4349
201,202000,997.9015
203,204000,751.3963
205,206000,221.2764
207,208000,747.9627
209,210000,457.9674
211,212000,513.3791
213,214000,642.4731
215,216000,1802.0214
217,218000,724.7292
